DayOfYear,MinuteOfDay,Duration
25,1343,0.22
25,1343,0.13
25,1350,0.12
25,1363,0.47
25,1363,0.14
25,1367,0.12
25,1372,0.12
25,1378,0.12
25,1380,0.12
25,1382,0.12
25,1391,0.12
25,1391,0.12
25,1391,0.1
25,1391,0.1
25,1392,0.04
25,1393,0.19
25,1394,0.13
25,1394,0.12
25,1409,0.17
25,1409,0.12
25,1409,0.29
25,1409,0.12
25,1409,0.17
25,1409,0.12
25,1415,0.12
25,1415,0.12
25,1415,0.12
25,1420,0.12
25,1420,0.12
25,1433,0.14
26,571,0.39
26,577,0.47
26,578,0.12
26,630,0.12
26,643,0.12
26,655,0.15
26,819,0.17
26,819,0.14
26,819,0.12
26,819,0.36
26,820,0.11
26,820,0.12
26,820,0.11
26,820,0.12
26,821,0.29
26,822,0.04
26,1008,0.17
26,1011,0.12
26,1011,0.12
26,1101,0.12
26,1107,0.14
26,1116,0.13
26,1117,0.02
26,1119,0.12
26,1119,0.15
26,1119,0.12
26,1119,0.12
26,1119,0.07
26,1119,0.07
26,1119,0.07
26,1119,0.12
26,1119,0.09
26,1119,0.12
26,1145,0.13
26,1325,0.15
26,1325,0.14
26,1325,0.12
26,1325,0.12
26,1325,0.06
26,1325,0.12
26,1370,0.12
26,1400,0.45
26,1400,0.12
26,1400,0.12
26,1400,0.15
26,1411,0.12
27,672,0.45
27,672,0.2
27,678,0.12
27,711,0.41
27,715,0.27
27,717,0.21
27,718,0.04
27,720,0.14
27,720,0.02
27,796,0.08
27,796,0.12
27,799,0.16
27,972,0.3
27,973,0.12
27,975,0.14
27,1151,0.15
27,1152,0.03
27,1152,0.05
27,1152,0.05
27,1152,0.03
27,1153,0.06
27,1153,0.01
27,1154,0.12
27,1155,0.24
27,1155,0.15
27,1156,0.15
27,1157,0.26
27,1157,0.01
27,1157,0.04
27,1158,0.2
27,1160,0.15
27,1426,0.13
27,1426,0.02
28,128,0.02
28,743,0.18
28,743,0.12
28,749,0.17
28,749,0.12
28,817,0.14
28,819,0.46
28,819,0.04
28,823,0.03
28,851,0.12
28,851,0.12
28,858,0.12
28,858,0.12
28,884,0.12
28,1252,0.13
28,1272,0.12
28,1272,0.02
28,1275,0.12
28,1295,0.21
28,1298,0.12
28,1298,0.12
29,887,0.18
29,887,0.17
29,1023,0.53
29,1024,0.73
29,1024,0.38
29,1024,0.14
29,1025,0.18
29,1025,0.07
29,1025,0.09
29,1025,0.04
29,1025,0.09
29,1026,0.2
29,1026,0.15
29,1026,0.03
29,1027,0.45
29,1027,0.23
29,1028,0.12
29,1030,0.08
29,1030,0.07
29,1031,0.17
29,1031,0.01
29,1031,0.05
29,1031,0.01
29,1032,0.11
29,1032,0.14
29,1032,0.14
29,1032,0.02
29,1032,0.06
29,1073,0.39
29,1073,0.15
29,1077,0.28
29,1077,0.12
29,1296,0.13
29,1296,0.12
29,1418,0.02
29,1418,0.15
29,1418,0.07
29,1418,0.06
29,1418,0.09
30,4,1.01
30,5,0.42
30,5,0.2
30,16,0.18
30,16,0.23
30,16,0.07
30,16,0.07
30,24,0.32
30,25,0.53
30,86,0.29
30,86,0.06
30,1103,0.14
30,1103,0.17
30,1103,0.14
30,1112,0.35
30,1125,0.02
30,1256,0.13
30,1257,0.13
30,1257,0.09
30,1257,0.12
30,1258,0.09
30,1258,0.12
30,1258,0.12
30,1286,0.16
30,1297,0.14
30,1297,0.19
30,1303,0.22
30,1303,0.15
30,1303,0.12
30,1303,0.03
30,1303,0.13
30,1305,0.16
30,1305,0.01
30,1306,0.18
30,1306,0.04
30,1306,0.1
30,1307,0.05
30,1387,0.15
30,1387,0.12
30,1392,0.07
30,1392,0.12
30,1392,0.07
30,1392,0.12
30,1392,0.09
30,1392,0.12
30,1403,0.12
30,1403,0.06
30,1416,0.17
30,1417,0.21
30,1431,0.14
31,33,0.13
31,35,0.12
31,37,0.12
31,49,0.15
31,103,0.11
31,104,0.1
31,104,0.03
31,104,0.07
31,104,0.02
31,105,0.17
31,105,0.12
31,106,0.2
31,106,0.11
31,106,0.14
31,118,0.22
31,119,0.17
31,119,0.04
31,506,0.28
31,621,0.1
31,629,0.16
31,629,0.04
31,629,0.15
31,632,0.15
31,632,0.12
31,656,0.26
31,657,0.12
31,657,0.08
31,657,0.14
31,657,0.16
31,658,0.04
31,922,0.17
31,922,0.07
31,1067,0.43
31,1107,0.13
31,1163,0.13
31,1166,0.24
31,1177,0.45
31,1177,0.07
31,1177,0.14
31,1177,0.07
31,1178,0.19
31,1179,0.3
31,1179,0.35
31,1181,2.09
31,1182,0.11
31,1183,0.46
31,1183,0.03
31,1183,0.17
31,1184,0.51
31,1185,1.15
31,1185,0.05
31,1186,0.12
31,1190,0.12
31,1190,0.07
31,1193,0.12
31,1193,0.03
31,1195,0.12
31,1199,0.12
31,1396,0.16
31,1398,0.11
31,1399,0.14
31,1404,0.12
32,843,0.32
32,844,0.15
32,865,0.06
32,1046,0.01
32,1046,0.12
32,1064,0.26
32,1342,0.17
32,1342,0.12
32,1342,0.11
32,1343,0.45
32,1345,0.93
32,1355,0.06
32,1355,0.12
33,889,0.05
33,889,0.01
33,1119,0.16
33,1388,0.12
33,1388,0.18
33,1409,0.5
34,6,0.13
34,14,0.12
34,56,0.52
34,56,0.06
34,57,0.16
34,57,0.06
34,57,0.3
34,59,0.21
34,88,0.11
34,89,0.25
34,89,0.08
34,90,0.13
34,90,0.23
34,98,0.27
34,98,0.17
34,162,0.22
34,162,0.12
34,243,0.08
34,818,0.07
34,818,0.1
34,819,0.09
34,821,0.23
34,839,0.08
34,1089,0.1
34,1153,0.18
34,1153,0.12
34,1153,0.1
34,1153,0.12
34,1153,0.11
34,1153,0.12
34,1230,0.14
34,1232,0.13
34,1232,0.1
34,1352,0.46
34,1352,0.01
34,1353,0.13
35,54,0.18
35,80,0.18
35,80,0.07
35,140,0.13
35,170,0.13
35,171,0.16
35,171,0.11
35,171,0.09
35,173,0.27
35,173,0.12
35,173,0.14
35,174,0.14
35,174,0.1
35,174,0.12
35,176,0.12
35,176,0.06
35,176,0.12
35,177,0.06
35,177,0.13
35,177,0.02
35,177,0.12
35,177,0.03
35,178,0.07
35,179,0.17
35,179,0.15
35,179,0.09
35,179,0.12
35,180,0.22
35,180,0.04
35,181,0.05
35,181,0.17
35,181,0.28
35,182,0.06
35,182,0.05
35,182,0.12
35,183,0.16
35,184,0.12
35,184,0.12
35,184,0.05
35,184,0.03
35,185,0.12
35,185,0.16
35,186,0.07
35,186,0.01
35,186,0.21
35,186,0.09
35,187,0.49
35,188,0.15
35,189,0.83
35,190,0.16
35,192,0.41
35,192,0.12
35,193,0.11
35,193,0.26
35,194,0.02
35,194,0.07
35,195,0.04
35,195,0.24
35,196,0.36
35,197,0.09
35,197,0.08
35,198,0.28
35,199,0.1
35,199,0.03
35,201,0.11
35,201,0.07
35,201,0.25
35,201,0.12
35,203,0.16
35,204,0.26
35,205,0.18
35,206,0.12
35,207,0.1
35,215,0.19
35,215,0.15
35,215,0.04
35,216,0.08
35,216,0.04
35,216,0.12
35,217,0.18
35,217,0.03
35,218,0.17
35,218,0.1
35,219,0.03
35,224,0.07
35,224,0.12
35,795,0.21
35,847,0.02
35,900,0.22
35,900,0.12
35,900,0.18
35,900,0.12
35,948,0.25
35,948,0.24
35,948,0.09
35,952,0.14
35,1022,0.04
35,1022,0.04
35,1220,0.07
35,1220,0.17
35,1221,0.08
35,1251,0.06
35,1252,0.78
35,1252,0.07
35,1252,0.07
35,1269,0.1
35,1269,0.21
35,1269,0.06
35,1270,0.14
35,1271,0.08
35,1274,0.1
35,1276,0.09
35,1276,0.01
35,1277,0.18
35,1277,0.11
35,1278,0.28
35,1281,0.32
35,1281,0.07
35,1281,0.04
35,1287,0.53
35,1306,0.07
35,1325,0.09
35,1325,0.06
35,1348,0.14
35,1354,0.34
35,1357,0.02
35,1357,0.12
35,1359,0.48
35,1399,0.14
35,1399,0.13
35,1399,0.12
36,632,0.11
36,745,0.13
36,745,0.17
36,745,0.17
36,796,0.16
36,797,0.18
36,798,0.23
36,799,0.58
36,799,0.11
36,800,0.12
36,800,0.04
36,803,0.29
36,804,0.77
36,804,0.3
36,807,1.04
36,809,0.97
36,809,0.14
36,844,0.27
36,847,0.1
36,848,0.16
36,863,0.12
36,863,0.03
36,864,0.06
36,867,0.04
36,867,0.07
36,871,0.07
36,962,0.01
36,976,0.08
36,976,0.04
36,1065,0.04
36,1065,0.06
36,1066,0.07
36,1071,0.12
36,1073,0.41
36,1075,0.45
36,1080,0.03
36,1100,0.01
36,1100,0.01
36,1100,0.01
36,1100,0.01
36,1100,0.03
36,1100,0.03
36,1101,0.05
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1101,0.03
36,1131,0.08
36,1131,0.05
36,1138,0.23
36,1138,0.12
36,1177,0.21
36,1177,0.27
36,1178,0.13
36,1178,0.11
36,1179,0.16
36,1179,0.19
36,1180,0.36
36,1180,0.12
36,1183,0.07
36,1188,0.03
36,1188,0.12
36,1189,0.07
36,1415,0.15
36,1415,0.15
37,34,0.12
37,38,0.03
37,38,0.12
37,40,0.15
37,40,0.01
37,58,0.1
37,58,0.12
37,65,0.11
37,65,0.11
37,88,0.14
37,480,0.02
37,480,0.07
37,483,0.08
37,483,0.1
37,483,0.14
37,1051,0.15
37,1051,0.12
37,1142,0.07
37,1142,0.07
37,1149,0.25
37,1149,0.12
37,1180,0.13
37,1185,0.17
37,1185,0.12
37,1215,0.06
37,1255,0.14
37,1255,0.15
37,1257,0.18
37,1257,0.12
37,1390,0.01
37,1391,0.2
37,1403,0.11
37,1403,0.08
37,1404,0.12
37,1405,0.06
37,1406,0.23
37,1408,0.04
37,1408,0.14
37,1408,0.12
37,1409,0.07
37,1409,0.15
37,1411,1.44
37,1411,0.12
37,1411,0.26
37,1412,0.63
37,1412,0.49
37,1415,1.03
37,1416,0.92
37,1419,1.08
37,1420,0.42
37,1422,0.54
37,1422,0.04
37,1423,0.13
37,1423,0.47
37,1423,0.19
37,1424,1.35
37,1425,0.55
37,1426,0.28
37,1426,0.17
37,1426,0.14
37,1427,0.12
37,1427,0.09
37,1427,0.16
37,1428,0.1
37,1428,0.46
37,1428,0.11
37,1429,0.05
37,1429,0.12
37,1429,0.14
37,1429,0.19
37,1429,0.14
37,1430,0.15
37,1430,0.58
37,1431,0.22
38,113,0.08
38,113,0.03
38,752,0.08
38,752,0.07
38,755,0.41
38,756,0.24
38,757,0.27
38,759,0.23
38,759,0.09
38,759,0.1
38,760,0.18
38,760,0.23
38,760,0.12
38,769,0.07
38,936,0.09
38,1122,0.13
38,1122,0.34
38,1122,0.14
38,1122,0.21
38,1131,0.16
39,1126,0.13
39,1127,0.45
39,1128,0.44
39,1130,0.04
39,1130,0.12
39,1130,0.03
39,1130,0.12
39,1132,0.09
39,1132,0.09
39,1133,0.07
39,1133,0.27
39,1134,0.07
39,1134,0.12
39,1134,0.07
39,1134,0.12
39,1135,0.21
39,1135,0.13
39,1136,0.02
39,1136,0.12
39,1137,0.04
39,1141,0.14
39,1157,0.12
39,1165,0.17
39,1182,0.07
39,1182,0.12
40,102,0.05
40,102,0.14
40,102,0.13
40,103,0.2
40,105,0.04
40,105,0.33
40,105,0.08
40,106,0.15
40,106,0.14
40,106,0.14
40,107,0.09
40,108,0.15
40,109,0.09
40,109,0.17
40,638,0.18
40,720,2.19
40,720,0.2
40,720,0.12
40,721,0.11
40,721,0.15
40,721,0.12
40,721,0.07
40,721,0.04
40,772,0.17
40,773,0.26
40,773,0.17
40,775,0.1
40,775,0.12
40,782,0.07
40,819,0.08
40,824,0.14
40,859,0.15
40,947,0.23
40,948,0.12
40,950,0.12
40,952,0.13
40,1192,0.17
40,1265,0.2
40,1266,0.1
40,1267,0.12
40,1268,0.1
40,1272,0.16
40,1274,0.33
40,1279,0.1
40,1280,0.08
40,1281,0.15
40,1282,0.1
40,1290,0.08
40,1308,0.17
40,1308,0.09
40,1385,0.29
40,1385,0.12
41,6,0.08
41,8,0.27
41,8,0.13
41,10,0.15
41,12,0.1
41,12,0.11
41,13,0.25
41,13,0.23
41,14,0.28
41,14,0.22
41,19,0.25
41,21,0.52
41,676,0.2
41,677,0.1
41,857,0.08
41,1379,0.0
41,1379,0.12
41,1379,0.01
41,1379,0.04
41,1382,0.06
41,1382,0.09
41,1384,0.15
41,1384,0.27
41,1384,0.11
41,1384,0.1
41,1384,0.03
41,1384,0.16
41,1384,0.12
41,1385,0.27
41,1385,0.01
41,1387,0.08
41,1388,0.11
41,1388,0.07
41,1388,0.33
41,1391,0.16
41,1391,0.06
41,1391,0.1
41,1434,0.13
41,1434,0.15
42,13,0.14
42,13,0.12
42,19,0.14
42,178,0.28
42,211,0.26
42,307,0.11
42,780,0.07
42,782,0.1
42,782,0.06
42,786,0.13
42,804,0.12
42,804,0.04
42,804,0.05
42,804,0.12
42,804,0.04
42,804,0.12
42,804,0.04
42,804,0.12
42,851,0.12
42,852,0.12
42,852,0.12
42,855,0.12
42,855,0.12
42,855,0.01
42,857,0.12
42,858,0.12
42,862,0.1
42,864,0.12
42,866,0.03
42,898,0.12
42,898,0.12
42,898,0.12
42,907,0.11
42,908,0.08
42,912,0.23
42,913,0.02
42,919,0.09
42,923,0.12
42,923,0.32
42,924,0.09
42,930,0.2
42,930,0.08
42,939,0.13
42,939,0.12
42,942,0.12
42,958,0.12
42,1091,0.15
42,1093,0.12
42,1097,0.12
42,1101,0.12
42,1107,0.06
42,1107,0.12
42,1130,0.15
42,1130,0.12
42,1184,0.09
42,1193,0.31
42,1193,0.12
42,1271,0.14
43,94,0.15
43,105,0.04
43,105,0.12
43,108,0.16
43,108,0.12
43,108,0.2
43,108,0.12
43,109,0.12
43,112,0.02
43,112,0.12
43,112,0.02
43,112,0.12
43,112,0.02
43,112,0.12
43,116,0.12
43,116,0.12
43,117,0.12
43,118,0.12
43,124,0.12
43,124,0.12
43,131,0.12
43,131,0.12
43,133,0.12
43,133,0.12
43,133,0.12
43,133,0.12
43,142,0.12
43,144,0.12
43,145,0.12
43,146,0.12
43,146,0.12
43,147,0.12
43,150,0.12
43,150,0.12
43,152,0.12
43,152,0.12
43,152,0.12
43,152,0.12
43,152,0.12
43,188,0.12
43,190,0.12
43,191,0.12
43,193,0.12
43,194,0.12
43,199,0.12
43,206,0.12
43,208,0.12
43,208,0.12
43,209,0.12
43,209,0.12
43,211,0.12
43,211,0.12
43,212,0.12
43,213,0.12
43,218,0.12
43,218,0.12
43,219,0.12
43,219,0.12
43,220,0.18
43,258,0.59
43,281,0.15
43,281,0.12
43,281,0.21
43,283,0.12
43,283,0.2
43,285,0.21
43,287,0.27
43,287,0.2
43,290,0.1
43,291,0.59
43,291,0.23
43,292,0.11
43,292,0.23
43,296,0.27
43,299,1.02
43,307,0.45
43,307,0.14
43,313,0.38
43,315,1.39
43,316,0.81
43,317,0.38
43,317,0.15
43,317,0.15
43,319,0.1
43,320,0.14
43,1010,0.35
43,1011,0.15
43,1025,0.15
43,1031,0.13
43,1031,0.03
43,1080,0.13
43,1080,0.18
43,1081,0.3
43,1081,0.03
43,1082,0.8
43,1082,0.15
43,1082,0.14
43,1083,0.1
43,1083,0.01
43,1083,0.07
43,1083,0.09
43,1083,0.06
43,1083,0.15
43,1084,0.07
43,1084,0.21
43,1104,0.15
43,1104,0.1
43,1104,0.12
43,1208,0.17
43,1208,0.08
43,1209,0.14
44,46,0.15
44,47,0.12
44,48,0.02
44,52,0.04
44,58,0.04
44,58,0.12
44,63,0.1
44,63,0.12
44,81,0.23
44,81,0.1
44,286,0.12
44,286,0.07
44,286,0.12
44,286,0.01
44,307,0.14
44,307,0.13
44,834,0.19
44,837,0.01
44,837,0.12
44,842,0.12
44,842,0.16
44,842,0.12
44,843,0.12
44,847,0.12
44,851,0.03
44,851,0.12
44,863,0.14
44,1075,0.2
44,1077,0.12
44,1093,0.12
44,1100,0.12
44,1100,0.15
44,1345,0.05
44,1345,0.12
44,1345,0.21
44,1346,0.08
44,1346,0.39
44,1346,0.19
44,1347,0.07
44,1347,0.01
44,1347,0.1
44,1347,0.14
44,1352,0.13
44,1353,0.62
44,1353,0.15
44,1354,0.14
44,1354,0.24
44,1354,0.07
44,1355,0.23
44,1355,0.22
44,1355,0.09
44,1356,0.29
44,1356,0.1
44,1356,0.12
44,1357,0.33
44,1424,0.22
44,1432,0.12
44,1432,0.11
44,1433,0.01
44,1433,0.12
44,1435,0.12
44,1435,0.12
44,1435,0.19
44,1436,0.01
44,1436,0.12
44,1436,0.06
44,1436,0.12
44,1436,0.12
44,1437,0.12
44,1437,0.38
44,1438,0.02
44,1438,0.12
45,0,0.12
45,149,0.06
45,149,0.04
45,149,0.04
45,150,0.09
45,150,0.04
45,150,0.12
45,152,0.05
45,152,0.05
45,728,0.12
45,1306,0.29
45,1306,0.13
45,1313,0.07
45,1313,0.12
45,1314,0.15
45,1314,0.1
45,1314,0.12
45,1317,0.13
45,1317,0.13
45,1317,0.13
45,1317,0.12
45,1317,0.12
45,1318,0.1
45,1318,0.12
45,1322,0.12
45,1322,0.22
45,1323,0.12
45,1330,0.1
45,1330,0.12
45,1332,0.12
45,1332,0.12
45,1332,0.13
45,1332,0.05
45,1333,0.13
45,1333,0.32
45,1333,0.04
45,1333,0.09
45,1334,0.02
45,1334,0.03
45,1334,0.18
45,1334,0.1
45,1335,0.25
45,1335,0.04
45,1335,0.07
45,1336,0.07
45,1336,0.2
45,1336,0.1
45,1336,0.14
45,1337,0.07
45,1337,0.02
45,1360,0.12
45,1360,0.12
45,1363,0.13
45,1363,0.12
45,1380,0.12
45,1383,0.12
45,1412,0.14
45,1412,0.12
45,1432,0.13
46,87,0.15
46,106,0.12
46,114,0.05
46,114,0.19
46,114,0.12
46,136,0.22
46,136,0.13
46,778,0.17
46,778,0.08
46,778,0.09
46,780,0.13
46,780,0.18
46,780,0.05
46,781,0.2
46,782,0.11
46,783,1.55
46,784,0.18
46,798,0.13
46,801,0.12
46,823,0.13
46,830,0.06
46,830,0.12
46,838,0.09
46,838,0.12
46,844,0.14
46,844,0.14
46,844,0.12
46,844,0.12
46,896,0.17
46,896,0.12
46,896,0.13
46,896,0.04
46,897,0.1
46,897,0.07
46,897,0.04
46,898,0.01
46,898,0.12
46,900,0.21
46,902,0.43
46,902,0.12
46,902,0.13
46,903,0.12
46,903,0.12
46,903,0.12
46,904,0.21
46,906,0.06
46,907,0.11
46,907,0.06
46,911,0.13
46,914,0.13
46,914,0.12
46,915,0.15
46,915,0.12
46,933,0.13
46,961,0.15
46,982,0.12
46,988,0.13
46,988,0.13
46,994,0.12
46,996,0.12
46,998,0.12
46,998,0.03
46,998,0.16
46,1000,0.08
46,1000,0.04
46,1002,0.14
46,1002,0.12
46,1002,0.16
46,1049,0.12
46,1148,0.12
46,1148,0.03
46,1148,0.07
46,1148,0.25
46,1149,0.09
46,1167,0.17
46,1197,0.19
46,1197,0.36
46,1198,0.62
46,1198,0.37
46,1198,0.01
46,1199,0.23
46,1199,0.12
46,1199,0.12
46,1200,0.23
46,1200,0.2
46,1201,0.18
46,1202,0.16
46,1202,0.17
46,1250,0.26
46,1250,0.12
46,1256,0.13
46,1260,0.28
46,1415,0.08
46,1415,0.01
46,1416,0.14
46,1417,0.22
47,22,0.04
47,22,0.02
47,23,0.11
47,23,0.09
47,23,0.12
47,24,0.12
47,24,0.21
47,24,0.15
47,24,0.34
47,25,0.33
47,26,0.12
47,26,0.06
47,26,0.15
47,27,0.07
47,27,0.27
47,27,0.09
47,28,0.09
47,28,0.1
47,29,0.53
47,29,0.15
47,29,0.07
47,30,0.3
47,30,0.04
47,31,0.11
47,31,0.17
47,31,0.03
47,31,0.22
47,32,0.03
47,34,0.23
47,35,0.38
47,37,0.04
47,37,0.04
47,37,0.09
47,37,0.07
47,37,0.12
47,40,0.12
47,40,0.11
47,40,0.04
47,40,0.24
47,40,0.04
47,41,0.12
47,42,0.07
47,42,0.07
47,44,0.13
47,61,0.11
47,154,0.12
47,154,0.13
47,202,0.09
47,243,0.22
47,243,0.04
47,243,0.2
47,243,0.17
47,244,0.04
47,244,0.19
47,244,0.04
47,244,0.1
47,246,0.03
47,246,0.18
47,248,0.01
47,249,0.17
47,250,0.42
47,251,0.2
47,251,0.03
47,251,0.2
47,251,0.01
47,255,1.89
47,255,0.12
47,256,0.03
47,256,0.06
47,257,0.31
47,257,0.17
47,259,0.26
47,259,0.2
47,259,0.11
47,260,0.33
47,263,0.13
47,263,0.43
47,263,0.1
47,263,0.15
47,267,0.05
47,268,0.32
47,269,0.39
47,269,0.02
47,271,0.14
47,292,0.09
47,293,0.1
47,293,0.27
47,294,0.05
47,294,0.09
47,294,0.19
47,294,0.09
47,294,0.03
47,295,0.16
47,295,0.1
47,295,0.09
47,295,0.06
47,296,0.17
47,296,0.08
47,296,0.12
47,297,0.37
47,297,0.26
47,298,0.39
47,298,0.04
47,298,0.08
47,299,0.2
47,299,0.05
47,300,0.11
47,300,0.07
47,430,0.12
47,430,0.15
47,430,0.04
47,724,0.28
47,725,0.01
47,725,0.09
47,725,0.02
47,725,0.04
47,725,0.1
47,726,0.16
47,726,0.05
47,727,0.2
47,727,0.09
47,727,0.18
47,728,0.18
47,728,0.02
47,925,0.29
47,925,0.09
47,926,0.14
47,987,0.27
47,990,0.13
47,1068,0.1
47,1202,0.15
47,1212,0.07
47,1212,0.12
47,1212,0.07
47,1212,0.12
47,1212,0.07
47,1212,0.12
47,1302,0.12
47,1305,0.12
47,1307,0.12
47,1309,0.12
47,1310,0.12
47,1310,0.13
47,1310,0.12
47,1334,0.17
48,27,0.12
48,32,0.19
48,36,0.13
48,70,0.17
48,71,0.03
48,71,0.04
48,72,0.02
48,160,0.13
48,162,0.17
48,162,0.12
48,166,0.15
48,174,0.13
48,179,0.12
48,181,0.12
48,352,0.09
48,352,0.15
48,353,0.02
48,908,0.13
48,909,0.15
48,911,1.13
48,911,0.12
48,911,0.01
48,913,0.06
48,917,1.37
48,920,0.17
48,923,0.12
48,929,0.08
48,929,0.12
48,929,0.12
48,931,0.12
48,1173,0.1
48,1173,0.09
48,1306,0.21
48,1308,0.47
48,1310,0.12
49,823,0.32
49,853,0.09
49,854,0.03
49,855,0.25
49,1015,0.14
49,1015,0.12
49,1021,0.04
49,1021,0.13
49,1021,0.03
49,1021,0.15
49,1022,0.16
49,1022,0.17
49,1022,0.04
49,1022,0.15
49,1022,0.17
49,1023,0.21
49,1024,0.12
49,1024,0.48
49,1025,0.16
49,1025,0.08
49,1025,0.13
49,1025,0.09
49,1026,0.31
49,1027,0.19
49,1028,0.06
49,1028,0.1
49,1028,0.06
49,1030,0.21
49,1031,0.07
49,1260,0.09
49,1260,0.07
49,1260,0.12
49,1260,0.03
49,1260,0.14
49,1378,0.12
49,1410,0.23
49,1410,0.2
49,1410,0.1
49,1412,0.14
50,117,0.25
50,298,0.06
50,300,0.13
50,306,0.53
50,306,0.12
50,307,0.12
50,315,0.12
50,316,0.15
50,325,0.12
50,325,0.12
50,333,0.12
50,339,0.12
50,342,0.12
50,349,0.12
50,351,0.12
50,358,0.12
50,366,0.09
50,366,0.12
50,369,0.12
50,1054,0.12
50,1054,0.15
50,1068,0.5
50,1068,0.12
50,1075,0.12
50,1079,0.12
50,1085,0.12
50,1381,0.11
50,1398,0.18
50,1399,0.14
51,575,0.16
51,576,0.13
51,576,0.12
51,578,0.13
51,625,0.11
51,625,0.08
51,713,0.1
51,778,0.17
51,779,0.18
51,779,0.1
51,779,0.14
51,839,0.1
51,839,0.14
51,840,0.04
51,840,0.23
51,841,0.04
51,843,0.02
51,843,0.1
51,886,0.08
51,886,0.26
51,886,0.14
51,886,0.04
51,887,0.22
51,893,0.15
51,909,0.17
51,921,0.13
51,944,0.14
51,974,0.06
51,1031,0.15
51,1031,0.12
51,1032,0.12
51,1037,0.12
51,1037,0.23
51,1038,0.12
51,1038,0.12
51,1042,0.12
51,1042,0.14
51,1044,0.03
51,1044,0.12
51,1047,0.12
51,1051,0.12
51,1104,0.12
51,1106,0.16
51,1112,0.03
51,1112,0.12
51,1119,0.12
51,1119,0.12
51,1119,0.17
51,1119,0.17
51,1126,0.14
51,1126,0.01
51,1153,0.17
51,1160,0.16
51,1160,0.12
51,1165,0.12
51,1165,0.12
51,1165,0.09
51,1165,0.09
51,1178,0.17
51,1189,0.15
51,1192,0.12
51,1204,0.12
51,1225,0.12
51,1296,0.12
51,1296,0.12
51,1298,0.12
51,1304,0.12
51,1310,0.11
51,1310,0.12
51,1310,0.09
51,1310,0.12
51,1320,0.12
51,1320,0.07
51,1346,0.01
51,1358,0.13
51,1358,0.12
51,1358,0.05
51,1358,0.05
51,1358,0.12
51,1362,0.28
51,1362,0.12
51,1362,0.14
51,1368,0.12
51,1369,0.28
51,1381,0.01
51,1381,0.12
51,1381,0.12
51,1390,0.12
51,1392,0.12
51,1400,0.03
51,1404,0.12
51,1411,0.12
51,1411,0.12
51,1416,0.12
51,1419,0.12
51,1419,0.12
51,1419,0.12
51,1419,0.12
51,1419,0.12
51,1419,0.12
51,1421,0.12
51,1421,0.12
51,1422,0.14
51,1430,0.22
52,82,0.12
52,95,0.03
52,95,0.12
52,95,0.07
52,95,0.12
52,95,0.03
52,95,0.12
52,95,0.03
52,95,0.12
52,549,0.1
52,549,0.18
52,549,0.14
52,550,0.3
52,551,0.24
52,551,0.11
52,553,0.35
52,553,0.17
52,553,0.14
52,553,0.04
52,556,0.12
52,582,0.12
52,777,0.12
52,777,0.12
52,889,0.12
52,889,0.15
52,889,0.12
52,889,0.14
52,889,0.12
52,905,0.12
52,907,0.12
52,921,0.13
52,922,0.33
52,923,0.1
52,923,0.06
52,951,0.12
52,951,0.12
52,951,0.12
52,952,0.12
52,960,0.12
52,967,0.12
52,972,0.13
52,984,0.14
52,987,0.12
52,993,0.12
52,993,0.12
52,1180,0.14
52,1183,0.14
52,1194,0.14
52,1194,0.12
52,1197,0.12
52,1202,0.16
52,1202,0.12
52,1207,0.12
52,1310,0.12
52,1310,0.12
52,1310,0.26
52,1310,0.26
52,1348,0.12
52,1352,0.13
52,1352,0.17
52,1353,0.01
52,1353,0.08
52,1354,0.14
52,1354,0.29
52,1357,0.58
52,1358,0.77
52,1360,0.79
52,1360,0.12
52,1361,0.05
52,1361,0.04
52,1361,0.04
52,1361,0.01
52,1361,0.06
52,1362,0.21
52,1363,0.07
52,1363,0.02
52,1364,0.08
52,1364,0.19
52,1364,0.17
52,1365,0.09
52,1365,0.05
52,1366,0.12
52,1366,0.18
52,1367,0.76
52,1368,0.49
52,1368,0.26
52,1369,0.35
52,1370,0.17
52,1370,0.15
52,1371,0.07
52,1371,0.3
52,1372,0.33
52,1373,0.28
52,1375,0.16
52,1375,0.35
52,1376,0.12
52,1376,0.09
52,1376,0.12
52,1377,0.28
52,1378,0.79
52,1378,0.11
52,1378,0.08
52,1379,0.04
52,1380,0.14
52,1380,0.01
52,1381,0.14
52,1382,0.04
52,1383,0.21
52,1386,0.12
52,1386,0.1
52,1386,0.04
52,1386,0.02
52,1387,0.33
52,1387,0.02
52,1388,0.15
52,1388,0.19
52,1388,0.06
52,1388,0.12
52,1389,0.1
52,1389,0.04
52,1390,0.14
52,1391,0.21
52,1391,0.2
52,1392,0.16
52,1393,0.04
52,1400,0.24
52,1401,0.17
52,1402,0.42
52,1403,0.12
52,1403,0.07
52,1403,0.06
52,1403,0.12
52,1407,0.12
52,1407,0.01
